similarity,size1,size2,name1,path1,name2,path2
0.71,52334,50921,clickup_brain_advanced_financial_management_framework.md,06_documentation/Other/clickup_brain_advanced_financial_management_framework.md,clickup_brain_advanced_quality_management_framework.md,06_documentation/Other/clickup_brain_advanced_quality_management_framework.md
0.71,52334,49887,clickup_brain_advanced_financial_management_framework.md,06_documentation/Other/clickup_brain_advanced_financial_management_framework.md,clickup_brain_advanced_project_management_framework.md,06_documentation/Other/clickup_brain_advanced_project_management_framework.md
0.71,52290,50921,clickup_brain_advanced_product_management_framework.md,06_documentation/Other/clickup_brain_advanced_product_management_framework.md,clickup_brain_advanced_quality_management_framework.md,06_documentation/Other/clickup_brain_advanced_quality_management_framework.md
0.71,52290,49887,clickup_brain_advanced_product_management_framework.md,06_documentation/Other/clickup_brain_advanced_product_management_framework.md,clickup_brain_advanced_project_management_framework.md,06_documentation/Other/clickup_brain_advanced_project_management_framework.md
0.71,50921,49887,clickup_brain_advanced_quality_management_framework.md,06_documentation/Other/clickup_brain_advanced_quality_management_framework.md,clickup_brain_advanced_project_management_framework.md,06_documentation/Other/clickup_brain_advanced_project_management_framework.md
0.83,46383,44923,clickup_brain_advanced_innovation_management_framework.md,06_documentation/Other/clickup_brain_advanced_innovation_management_framework.md,clickup_brain_innovation_management_framework.md,06_documentation/Other/clickup_brain_innovation_management_framework.md
0.71,42309,44060,clickup_brain_supply_chain_management_system.md,06_documentation/Other/clickup_brain_supply_chain_management_system.md,clickup_brain_supply_chain_management_framework.md,06_documentation/Other/clickup_brain_supply_chain_management_framework.md
0.75,41533,43644,titulos_webinar_ia_conversion_ultra_mega_avanzado.md,01_marketing/Other/Templates/titulos_webinar_ia_conversion_ultra_mega_avanzado.md,titulos_webinar_ia_conversion_ultra_hiper_super_ultra_mega_avanzado.md,01_marketing/Other/Templates/titulos_webinar_ia_conversion_ultra_hiper_super_ultra_mega_avanzado.md
0.75,39908,41533,titulos_webinar_ia_conversion_hiper_super_ultra_mega_avanzado.md,01_marketing/Other/Templates/titulos_webinar_ia_conversion_hiper_super_ultra_mega_avanzado.md,titulos_webinar_ia_conversion_ultra_mega_avanzado.md,01_marketing/Other/Templates/titulos_webinar_ia_conversion_ultra_mega_avanzado.md
0.83,41437,40643,clickup_brain_customer_experience_framework.md,06_documentation/Other/clickup_brain_customer_experience_framework.md,clickup_brain_advanced_customer_experience_framework.md,06_documentation/Other/clickup_brain_advanced_customer_experience_framework.md
1.00,36361,37100,readme.md,08_ai_artificial_intelligence/Ai_systems/readme.md,readme.md,06_documentation/Other/readme.md
0.80,35809,34930,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
1.00,34768,33709,index.md,06_documentation/Templates/index.md,index.md,05_technology/Automation_scripts/index.md
1.00,34719,34763,framework_decision_vc.md,Vc/Documentation/framework_decision_vc.md,framework_decision_vc.md,Vc_venture_capital/Financial_models/framework_decision_vc.md
1.00,33709,33000,index.md,05_technology/Automation_scripts/index.md,index_v2.html,01_marketing/Templates/index_v2.html
1.00,31703,33018,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md
0.80,32331,33018,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md
0.80,32971,33018,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md
1.00,32990,33000,herramienta_análisis_regulatorio_dashboard.md,02_finance/Dashboards/herramienta_análisis_regulatorio_dashboard.md,herramienta_análisis_regulatorio_dashboard.md,01_marketing/Analytics/herramienta_análisis_regulatorio_dashboard.md
1.00,32331,32971,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md
0.80,32971,31703,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
1.00,32838,32848,calculadora_roi_avanzada_vc.md,Vc_venture_capital/Advanced_tools/calculadora_roi_avanzada_vc.md,calculadora_roi_avanzada_vc.md,Vc_venture_capital/Financial_models/Roi_analysis/calculadora_roi_avanzada_vc.md
0.80,32331,31703,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada_ultima.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
1.00,32182,32187,dashboard_executivo_anti_dilucion.html,02_finance/Dashboards/dashboard_executivo_anti_dilucion.html,dashboard_executivo_anti_dilucion.html,01_marketing/Analytics/dashboard_executivo_anti_dilucion.html
0.75,31588,32059,neural_commission_ai_integration.md,01_marketing/Other/neural_commission_ai_integration.md,neural_commission_blockchain_integration.md,01_marketing/Other/neural_commission_blockchain_integration.md
0.80,32037,32014,analisis_churn_mejorado_ia_avanzada_latam.md,06_documentation/Other/analisis_churn_mejorado_ia_avanzada_latam.md,analisis_churn_mejorado_ia_avanzada.md,06_documentation/Other/analisis_churn_mejorado_ia_avanzada.md
1.00,29837,31141,onboarding_saas_ai_marketing.md,08_ai_artificial_intelligence/Ai_systems/onboarding_saas_ai_marketing.md,onboarding_ai_saas_marketing.md,08_ai_artificial_intelligence/Ai_systems/onboarding_ai_saas_marketing.md
1.00,31021,31031,herramienta_análisis_competitivo_avanzado_dashboard.md,02_finance/Dashboards/herramienta_análisis_competitivo_avanzado_dashboard.md,herramienta_análisis_competitivo_avanzado_dashboard.md,01_marketing/Analytics/herramienta_análisis_competitivo_avanzado_dashboard.md
0.80,29632,30576,copywriting_webinar_ia_marketing_mejorado.md,06_documentation/Other/copywriting_webinar_ia_marketing_mejorado.md,copywriting_webinar_ia_marketing_ultra_mejorado.md,06_documentation/Other/copywriting_webinar_ia_marketing_ultra_mejorado.md
1.00,30418,30431,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_inteligencia_artificial_vc.md,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Financial_models/Market_analysis/herramienta_análisis_inteligencia_artificial_vc.md
0.80,30431,30069,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Financial_models/Market_analysis/herramienta_análisis_inteligencia_artificial_vc.md,herramienta_análisis_inteligencia_artificial_dashboard.md,02_finance/Dashboards/herramienta_análisis_inteligencia_artificial_dashboard.md
0.80,30431,30079,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Financial_models/Market_analysis/herramienta_análisis_inteligencia_artificial_vc.md,herramienta_análisis_inteligencia_artificial_dashboard.md,01_marketing/Analytics/herramienta_análisis_inteligencia_artificial_dashboard.md
0.80,30418,30069,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_inteligencia_artificial_vc.md,herramienta_análisis_inteligencia_artificial_dashboard.md,02_finance/Dashboards/herramienta_análisis_inteligencia_artificial_dashboard.md
0.80,30418,30079,herramienta_análisis_inteligencia_artificial_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_inteligencia_artificial_vc.md,herramienta_análisis_inteligencia_artificial_dashboard.md,01_marketing/Analytics/herramienta_análisis_inteligencia_artificial_dashboard.md
1.00,30069,30079,herramienta_análisis_inteligencia_artificial_dashboard.md,02_finance/Dashboards/herramienta_análisis_inteligencia_artificial_dashboard.md,herramienta_análisis_inteligencia_artificial_dashboard.md,01_marketing/Analytics/herramienta_análisis_inteligencia_artificial_dashboard.md
1.00,29952,29996,pitch_deck_vc_especializado.md,Vc/Documentation/pitch_deck_vc_especializado.md,pitch_deck_vc_especializado.md,Vc_venture_capital/Financial_models/pitch_deck_vc_especializado.md
1.00,29780,28477,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
0.80,29780,28349,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md
0.80,29780,29015,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md
1.00,29621,29626,optimizador_dilucion_interactivo.html,02_finance/Scripts/optimizador_dilucion_interactivo.html,optimizador_dilucion_interactivo.html,01_marketing/Templates/optimizador_dilucion_interactivo.html
1.00,29479,29489,herramienta_análisis_producto_dashboard.md,02_finance/Dashboards/herramienta_análisis_producto_dashboard.md,herramienta_análisis_producto_dashboard.md,01_marketing/Analytics/herramienta_análisis_producto_dashboard.md
0.75,28612,29489,herramienta_análisis_producto_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_producto_vc.md,herramienta_análisis_producto_dashboard.md,01_marketing/Analytics/herramienta_análisis_producto_dashboard.md
0.75,28609,29489,herramienta_análisis_producto_vc.md,Vc_venture_capital/Financial_models/herramienta_análisis_producto_vc.md,herramienta_análisis_producto_dashboard.md,01_marketing/Analytics/herramienta_análisis_producto_dashboard.md
1.00,29436,29480,analisis_avanzado_metricas_vc.md,Vc/Documentation/analisis_avanzado_metricas_vc.md,analisis_avanzado_metricas_vc.md,Vc_venture_capital/Financial_models/analisis_avanzado_metricas_vc.md
0.75,28612,29479,herramienta_análisis_producto_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_producto_vc.md,herramienta_análisis_producto_dashboard.md,02_finance/Dashboards/herramienta_análisis_producto_dashboard.md
0.75,28609,29479,herramienta_análisis_producto_vc.md,Vc_venture_capital/Financial_models/herramienta_análisis_producto_vc.md,herramienta_análisis_producto_dashboard.md,02_finance/Dashboards/herramienta_análisis_producto_dashboard.md
0.71,29266,28559,sistema_meta_cognitivo_avanzado_ultra_revolucionario_final.md,05_technology/Advanced_features/sistema_meta_cognitivo_avanzado_ultra_revolucionario_final.md,sistema_meta_cognitivo_ultra_revolucionario.md,05_technology/Other/SEO/sistema_meta_cognitivo_ultra_revolucionario.md
1.00,29206,29211,dashboard_avanzado_anti_dilucion.html,02_finance/Dashboards/dashboard_avanzado_anti_dilucion.html,dashboard_avanzado_anti_dilucion.html,01_marketing/Analytics/dashboard_avanzado_anti_dilucion.html
0.75,28762,29211,dashboard_avanzado_anti_vc.html,Vc/Analytics/dashboard_avanzado_anti_vc.html,dashboard_avanzado_anti_dilucion.html,01_marketing/Analytics/dashboard_avanzado_anti_dilucion.html
0.75,28762,29206,dashboard_avanzado_anti_vc.html,Vc/Analytics/dashboard_avanzado_anti_vc.html,dashboard_avanzado_anti_dilucion.html,02_finance/Dashboards/dashboard_avanzado_anti_dilucion.html
1.00,28349,29015,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md
1.00,28035,29015,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md
0.80,29015,28477,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
0.75,28902,27457,dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md
0.75,28902,27515,dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md
0.75,28902,27457,dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md
0.75,28902,28325,dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md
0.75,28902,28325,dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_ultrainfinitomniversal_absoluta_suprema_v60.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
