group_index,count,size_bytes,file_path
30,2,19710,/Users/adan/Documents/documentos_blatam/08_ai_artificial_intelligence/Neural_networks/neural_network_ai.py
30,2,19710,/Users/adan/Documents/documentos_blatam/backups/duplicates/6920315e8baeab113b63d154d7229f1bc61a392ab30f567177e33f767ebc7edb/neural_network_ai.py
31,3,3,/Users/adan/Documents/documentos_blatam/04_business_strategy/Other/Plans/launch_planning_example.py
31,3,3,/Users/adan/Documents/documentos_blatam/backups/duplicates/6a3cf5192354f71615ac51034b3e97c20eda99643fcaf5bbe6d41ad59bd12167/startup_screening_template.md
31,3,3,/Users/adan/Documents/documentos_blatam/backups/duplicates/6a3cf5192354f71615ac51034b3e97c20eda99643fcaf5bbe6d41ad59bd12167/vc_screening_process_documentation.md
32,2,667,/Users/adan/Documents/documentos_blatam/04_business_strategy/Other/Templates/lead_readiness_template.csv
32,2,667,/Users/adan/Documents/documentos_blatam/backups/duplicates/51d2715ba44ceae3aed3c28a3f7c2780713a2c028d917dcb719db8e7bccefd2a/LEAD_READINESS_TEMPLATE.csv
33,2,13855,/Users/adan/Documents/documentos_blatam/06_strategy/Strategy_other/edgecomputing.js
33,2,13855,/Users/adan/Documents/documentos_blatam/backups/duplicates/0703290093c9b7e4df0cd4064d7c8ab3049897d2bbc3bc6c55d6e03a137340bb/EdgeComputing.js
34,2,10545,/Users/adan/Documents/documentos_blatam/06_strategy/Strategy_other/holographic.js
34,2,10545,/Users/adan/Documents/documentos_blatam/backups/duplicates/b36eb7c928cadfd8b28d0a7935087c4a3693449fa5e2ccb82703de023d7631a1/holographic.js
35,2,9810,/Users/adan/Documents/documentos_blatam/06_strategy/Strategy_other/collective.js
35,2,9810,/Users/adan/Documents/documentos_blatam/backups/duplicates/059fee9b23d472f9cf695a60aff125a9c91c87aa037a76d6f7701c3a168ef33c/collective.js
36,2,1538,/Users/adan/Documents/documentos_blatam/06_documentation/ORGANIZACION_COMPLETA.md
36,2,1538,/Users/adan/Documents/documentos_blatam/06_documentation/Documentation/organizacion_completa.md
37,2,217,/Users/adan/Documents/documentos_blatam/06_documentation/Other/lite_pack_filelist.txt
37,2,217,/Users/adan/Documents/documentos_blatam/backups/duplicates/23667471329874241008ac9610dcff1d7bd8d76552aa264a062eb30f5488b132/LITE_PACK_FILELIST.txt
38,2,8375,/Users/adan/Documents/documentos_blatam/06_documentation/Other/soluciones_ecuaciones_diferenciales.pdf
38,2,8375,/Users/adan/Documents/documentos_blatam/backups/duplicates/77cfa9930f330a872f646de779f17824ef6b1119ef3bee5f47f608a9baff4238/Copia de soluciones_ecuaciones_diferenciales.pdf
39,2,8427,/Users/adan/Documents/documentos_blatam/06_documentation/Other/Guides/guia_herramientas_ia_canva.txt
39,2,8427,/Users/adan/Documents/documentos_blatam/backups/duplicates/624e83e14ba84921848c77abb94b3fca26ff78eefe3daf34baa9b98d6c9f2cdd/guia_ia_canva_optimizada.txt
40,3,13378,/Users/adan/Documents/documentos_blatam/05_technology/04_software_development/api_server.py
40,3,13378,/Users/adan/Documents/documentos_blatam/backups/duplicates/9fe0d6e16d26305feda96e136447c3d7434afceb53a174a311612308ee2b3ded/api_server_1.py
40,3,13378,/Users/adan/Documents/documentos_blatam/backups/duplicates/9fe0d6e16d26305feda96e136447c3d7434afceb53a174a311612308ee2b3ded/api_server.py
41,3,26613,/Users/adan/Documents/documentos_blatam/05_technology/04_software_development/graphql_api.py
41,3,26613,/Users/adan/Documents/documentos_blatam/backups/duplicates/0091085f1df01166e3d6fc3c4d4ffcbf1df4353e3efad0e187b7181a3750cafb/graphql_api_1.py
41,3,26613,/Users/adan/Documents/documentos_blatam/backups/duplicates/0091085f1df01166e3d6fc3c4d4ffcbf1df4353e3efad0e187b7181a3750cafb/graphql_api.py
42,2,25964,/Users/adan/Documents/documentos_blatam/05_technology/Ai_scripts/aimlengine.ts
42,2,25964,/Users/adan/Documents/documentos_blatam/backups/duplicates/d14e72987d2aff0154dd60a2a4a9fadfd0ed6e53dcd0b1e2553861b11ea39f3a/aiMLEngine_1.ts
43,2,10234,/Users/adan/Documents/documentos_blatam/05_technology/Implementation_guides/setup_project.py
43,2,10234,/Users/adan/Documents/documentos_blatam/backups/duplicates/2b9386d80f450ae61b83527c224d15c46510505f13041c341ba6ad1c5806298c/setup_project.py
44,2,14942,/Users/adan/Documents/documentos_blatam/05_technology/Implementation_guides/setup_organization.py
44,2,14942,/Users/adan/Documents/documentos_blatam/backups/duplicates/c4c9d4f437a967a63dc91463f0f5862465733aecac8a97b6ee4d3a99bce5a902/setup_organization.py
45,2,18214,/Users/adan/Documents/documentos_blatam/05_technology/Implementation_guides/05_technical_implementation/saas_ab_testing_platform.js
45,2,18214,/Users/adan/Documents/documentos_blatam/backups/duplicates/8eee6d9ff4c8fb9d2e9ff28e99f5d6177476b998595c6d669ddd9470db201a2a/saas-ab-testing-platform.js
46,2,1090,/Users/adan/Documents/documentos_blatam/05_technology/Implementation_guides/05_technical_implementation/prometheus.yml
46,2,1090,/Users/adan/Documents/documentos_blatam/backups/duplicates/100a9c43e074f961b77a7dbebeabb7bfd4cb6bb853f94f6a18c6d5cb97dcdd4a/prometheus.yml
47,2,35068,/Users/adan/Documents/documentos_blatam/05_technology/Technical_specs/neural_sales_dashboard.html
47,2,35068,/Users/adan/Documents/documentos_blatam/backups/duplicates/21b95a5adbe533c126cb8b879152b3d9f3c6d03b658dfb20d0d3dc3c21a2680a/neural-sales-dashboard.html
48,2,12372,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/advancedanalytics_1.ts
48,2,12372,/Users/adan/Documents/documentos_blatam/backups/duplicates/b7747346354127ba43be940a3845f25c3eb745bff49a5574cf8fb5973b0a8558/advancedAnalytics.ts
49,2,14480,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/feedbackmiddleware_1.ts
49,2,14480,/Users/adan/Documents/documentos_blatam/backups/duplicates/ffa0974f23a28f63cf9808391ad0f7cfb8a223a48906dc8f1e3a0bf3488cf0ea/feedbackMiddleware.ts
50,2,1766,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/index_1.ts
50,2,1766,/Users/adan/Documents/documentos_blatam/backups/duplicates/48de8fcee8d038844261824bd6229e643ac94e8fb2b195342a677a9defecad9b/index.ts
51,2,15152,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/feedbackcontroller_1.ts
51,2,15152,/Users/adan/Documents/documentos_blatam/backups/duplicates/eb47cbfae47fc3416874e6f4b98a7ee24b056650373d20dce85d12a4c854a5a7/feedbackController.ts
52,2,14401,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/feedbackmiddleware_3.ts
52,2,14401,/Users/adan/Documents/documentos_blatam/backups/duplicates/393dae788eab301d6ea572294e22ff6d899aa75094f4e11c317209b52b020756/feedbackMiddleware_4.ts
53,2,10834,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/feedbackanalytics_1.ts
53,2,10834,/Users/adan/Documents/documentos_blatam/backups/duplicates/ee51a30f5d65076b708f43b78f8153b1e666400b1041efbb1f3745958f81950e/feedbackAnalytics.ts
54,2,6186,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/app_1.ts
54,2,6186,/Users/adan/Documents/documentos_blatam/backups/duplicates/da28d4c32d6379025708c2db01da46a9e7252bfbfbf3ca3e3b847c3054219067/app.ts
55,2,4723,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/server_1.ts
55,2,4723,/Users/adan/Documents/documentos_blatam/backups/duplicates/02dc234c925c71ea04a12f3a9151b9291316622ec1f95b7f5c00368c5e3cc722/server.ts
56,2,16915,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/advancedfeatures_1.ts
56,2,16915,/Users/adan/Documents/documentos_blatam/backups/duplicates/8e2d84b7da83c67fd48747ea7bb34dddda257a9ce349347a5890e9b1af312ebf/advancedFeatures.ts
57,2,7700,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/content_1.ts
57,2,7700,/Users/adan/Documents/documentos_blatam/backups/duplicates/e711e498ad92c7f2b226ff9f97a24a05e716b9c0ac1bed001d5a7fa874c3afa2/content.ts
58,2,9900,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/customerfeedback_1.ts
58,2,9900,/Users/adan/Documents/documentos_blatam/backups/duplicates/c00be69a74512c26971687d02a6b3e456be9dd00f9903e237455cbe3946a5d37/customerFeedback.ts
59,2,21172,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/advancedfeedbackprocessor_1.ts
59,2,21172,/Users/adan/Documents/documentos_blatam/backups/duplicates/cd95be52ba3a73d63e587b53776d925f313949f9137b7c8cf97c04314e3692ea/advancedFeedbackProcessor.ts
60,2,12371,/Users/adan/Documents/documentos_blatam/05_technology/Typescript_scripts/advancedanalytics_2.ts
60,2,12371,/Users/adan/Documents/documentos_blatam/backups/duplicates/de08ecc103dc78d21babe8f211e87f9b0c902161c5ec102bacac130e3a0094e5/advancedAnalytics_3.ts
61,3,14633,/Users/adan/Documents/documentos_blatam/05_technology/01_ai_machine_learning/maintenance_system.py
61,3,14633,/Users/adan/Documents/documentos_blatam/backups/duplicates/a63a3dd592097cc554add3d508c80b7b07464fe8387f73a8a571c78deb31359f/maintenance_system_1.py
61,3,14633,/Users/adan/Documents/documentos_blatam/backups/duplicates/a63a3dd592097cc554add3d508c80b7b07464fe8387f73a8a571c78deb31359f/maintenance_system.py
62,2,4418,/Users/adan/Documents/documentos_blatam/05_technology/Code_scripts/script_shortlinks_generator.py
62,2,4418,/Users/adan/Documents/documentos_blatam/backups/duplicates/b7009bd853238b4eee7afd2dad53eca4f4c9736f383e2105029ef33d06a9c212/SCRIPT_SHORTLINKS_GENERATOR.py
63,2,1163,/Users/adan/Documents/documentos_blatam/05_technology/Code_scripts/app_module.py
63,2,1163,/Users/adan/Documents/documentos_blatam/backups/duplicates/9d56cea474d46be4b0b638861ff5f093cbcaa411aaeaac7de5fe940a10f6f9c7/app_module.py
64,2,5979,/Users/adan/Documents/documentos_blatam/05_technology/Code_scripts/script_generador_dm.py
64,2,5979,/Users/adan/Documents/documentos_blatam/backups/duplicates/ab1ee127be912eb9f0a27ddcb0d0e542f0b7f7946cd48d9845378dacc4ea69b7/SCRIPT_GENERADOR_DM.py
65,2,8391,/Users/adan/Documents/documentos_blatam/05_technology/Code_scripts/validador_dm.py
65,2,8391,/Users/adan/Documents/documentos_blatam/backups/duplicates/c6baee8322e332e6a72a087467f5bfa02fd224153ccb1bcaa03c29729a3c65cb/VALIDADOR_DM.py
66,2,10136,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/neural_marketing_deployment.yaml
66,2,10136,/Users/adan/Documents/documentos_blatam/backups/duplicates/c040edb0f271347119a27984041d9929381351067154a5b95a8bfba79f83eb56/neural-marketing-deployment.yaml
67,2,977,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/chart.yaml
67,2,977,/Users/adan/Documents/documentos_blatam/backups/duplicates/e282c265faf529a089e1881545a4a4a0482992b5366458b33f05d3aec88a72b7/Chart.yaml
68,2,4799,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/organization_config.json
68,2,4799,/Users/adan/Documents/documentos_blatam/backups/duplicates/04b49bac8da3cd62f14541eb62d749d0355e8d37ca26b042e4fb45713b708245/organization_config.json
69,2,5971,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/config.yaml
69,2,5971,/Users/adan/Documents/documentos_blatam/backups/duplicates/ee7b5e68e15ba78ba29e7b80e2311242ff2cd800796fe129feb1a591885216d7/config.yaml
70,2,5934,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/alert_rules.yml
70,2,5934,/Users/adan/Documents/documentos_blatam/backups/duplicates/3b2115d9530c40fc57cedff2d40fa124e573e2a5c9683f0e42095fdc4a3ad00e/alert_rules.yml
71,2,1560,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/package.json
71,2,1560,/Users/adan/Documents/documentos_blatam/backups/duplicates/d86a02b0f4d58dc80c0d23a5a48065040e8bd6ac66b3b6d526b354382f141d20/package.json
72,2,1379,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/tsconfig.json
72,2,1379,/Users/adan/Documents/documentos_blatam/backups/duplicates/a359c625faca5cb3389c006748c6e849ce57e86fa673796a4e7c5491fcbf6d5d/tsconfig.json
73,2,6968,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/neural_marketing_dashboard.json
73,2,6968,/Users/adan/Documents/documentos_blatam/backups/duplicates/9f320467c6c3dcc0c4afda07691747b638ab79ab4df04ba7c5bc5649977ee55b/neural-marketing-dashboard.json
74,2,6418,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/values.yaml
74,2,6418,/Users/adan/Documents/documentos_blatam/backups/duplicates/4b339830a4e6c8fbce4d96fd444b6d66ac670d4481d7cad181fd64695a8acec3/values.yaml
75,2,1210,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/prometheus.yml
75,2,1210,/Users/adan/Documents/documentos_blatam/backups/duplicates/60aa59eec2b643d7d57c4b7cac7d1d6eba220bfe78766b60b1d0475fa8e90800/prometheus.yml
76,2,7244,/Users/adan/Documents/documentos_blatam/05_technology/Configuration_files/ci_cd.yml
76,2,7244,/Users/adan/Documents/documentos_blatam/backups/duplicates/ce2c53356c9e95cc89599ec03c15c094c61035ab333689d264398f2576b4e267/ci-cd.yml
77,2,16853,/Users/adan/Documents/documentos_blatam/05_technology/Other/24_blockchain_business_platform.xlsx
77,2,16853,/Users/adan/Documents/documentos_blatam/backups/duplicates/6f6ec4338c4ab3a4e7f35d1513d1c5822238c7b3d46d778213f83c903e3ec0db/24_Blockchain_Business_Platform.xlsx
78,2,3077,/Users/adan/Documents/documentos_blatam/05_technology/Other/license
78,2,3077,/Users/adan/Documents/documentos_blatam/backups/duplicates/ceda90a47866253ef482445f6ca5fb5df9b28a21c3b33b7406ba04e4303d5b74/LICENSE
79,2,1274,/Users/adan/Documents/documentos_blatam/05_technology/Other/requirements.txt
79,2,1274,/Users/adan/Documents/documentos_blatam/backups/duplicates/42de5f26922c1a7a69c7a17c47347ccb8ea09efaa5bb96777900c89887e489f8/requirements.txt
80,2,16093,/Users/adan/Documents/documentos_blatam/05_technology/Other/styles.css
80,2,16093,/Users/adan/Documents/documentos_blatam/backups/duplicates/d87e6faccc98682c4ef2f85192acba839448440c06d982fed7cfcf1d2a7ab62d/styles.css
81,2,7988,/Users/adan/Documents/documentos_blatam/05_technology/Other/init.sql
81,2,7988,/Users/adan/Documents/documentos_blatam/backups/duplicates/d58ded7199434e533193447d71dfe9112c6c6ba3956eb064014ff9c179995077/init.sql
82,2,5491,/Users/adan/Documents/documentos_blatam/05_technology/Other/nginx.conf
82,2,5491,/Users/adan/Documents/documentos_blatam/backups/duplicates/5d50dff2ad327e5446a2c1666b54a6b6f02bea7372e2887321694ea8a90c37ec/nginx.conf
83,2,3191,/Users/adan/Documents/documentos_blatam/05_technology/Other/env.example
83,2,3191,/Users/adan/Documents/documentos_blatam/backups/duplicates/6f2919b41415c96079a5402dc005d5ac30760431464f5279bdc0479c06e2d5ca/env.example
84,2,11596,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/automation.js
84,2,11596,/Users/adan/Documents/documentos_blatam/backups/duplicates/ff5a15adcefd95ae49481159b338d010646c001c64fbc31338e1c6f809bd465b/automation.js
85,2,12860,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/monitoringservice.js
85,2,12860,/Users/adan/Documents/documentos_blatam/backups/duplicates/22235017bafddbcc63ce32cd94d8108278d0daa3388b33cdfb22fd6cac40c302/MonitoringService.js
86,2,26841,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/ultra_organizer.py
86,2,26841,/Users/adan/Documents/documentos_blatam/backups/duplicates/1f4b021e5853bc2dad83116d60a510e1de7d402b7d8ab5c18f989e9bc767daf4/ultra_organizer.py
87,2,15175,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/predictiveanalytics.js
87,2,15175,/Users/adan/Documents/documentos_blatam/backups/duplicates/15573d30a6be4f17e3f7d47c1d493369101a68e54ccc156034c73e59d2d55808/PredictiveAnalytics.js
88,2,5604,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/ratelimit.js
88,2,5604,/Users/adan/Documents/documentos_blatam/backups/duplicates/a6e5d7b2499ffbc62fb0997bb33d4b8cebe11c0ba24aae44c30b31e98915307f/rateLimit.js
89,2,13616,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/temporalmanipulation.js
89,2,13616,/Users/adan/Documents/documentos_blatam/backups/duplicates/ad6a304f06c7d75817bc600d71c65bfee4298f696601933a670ecd6332f464bd/TemporalManipulation.js
90,2,6869,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/viral_train.py
90,2,6869,/Users/adan/Documents/documentos_blatam/backups/duplicates/475035bf92f790d418e7954d83d8cde1805de3b706f117dbaed42baa1c45872a/viral_train.py
91,2,24007,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/workflow_automation.py
91,2,24007,/Users/adan/Documents/documentos_blatam/backups/duplicates/0a4a83dd5b6545356854f35aeb057f2b459aed281564fae800e052637a97c6a2/workflow_automation.py
92,2,11288,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/temporal.js
92,2,11288,/Users/adan/Documents/documentos_blatam/backups/duplicates/55eea50136af97ccc0c320b616f88521f1483be0963ea4554f4082229ca5bb2a/temporal.js
93,2,30660,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/permanent_organizer.py
93,2,30660,/Users/adan/Documents/documentos_blatam/backups/duplicates/9ce6e0197a1edc0543eb711ce176becaf5154b0f1514fe9f8b0cf2b4e1b084bc/permanent_organizer.py
94,2,39995,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/immersive_analyzer.py
94,2,39995,/Users/adan/Documents/documentos_blatam/backups/duplicates/a795e8a37e6fe28241d38954569bdcf18b10c8b3fc8c372d870ece8fc5a869e0/immersive_analyzer.py
95,2,6351,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/video_processor.py
95,2,6351,/Users/adan/Documents/documentos_blatam/backups/duplicates/0491627a86129d39342c621a871e24ebb57172c467ab6a93c73eea514e725214/video_processor.py
96,2,9844,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/user.js
96,2,9844,/Users/adan/Documents/documentos_blatam/backups/duplicates/cb7074e734803aaf4f7377dcf5347ee5b3a5adacc0618247d88e69e8b7eebe0f/User.js
